time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20180115:1810,0.0,0.0,0.0,0.0,0.0,7.19,1.66,0.0
20180115:1910,0.0,0.0,0.0,0.0,0.0,7.22,1.72,0.0
20180115:2010,0.0,0.0,0.0,0.0,0.0,7.22,1.38,0.0
20180115:2110,0.0,0.0,0.0,0.0,0.0,7.6,1.1,0.0
20180115:2210,0.0,0.0,0.0,0.0,0.0,7.2,2.21,0.0
20180115:2310,0.0,0.0,0.0,0.0,0.0,7.97,3.45,0.0
20180116:0010,0.0,0.0,0.0,0.0,0.0,8.36,4.21,0.0
20180116:0110,0.0,0.0,0.0,0.0,0.0,9.35,5.24,0.0
20180116:0210,0.0,0.0,0.0,0.0,0.0,10.07,6.41,0.0
20180116:0310,0.0,0.0,0.0,0.0,0.0,10.48,6.97,0.0
20180116:0410,0.0,0.0,0.0,0.0,0.0,10.63,7.52,0.0
20180116:0510,0.0,0.0,0.0,0.0,0.0,10.69,7.72,0.0
20180116:0610,0.0,0.0,0.0,0.0,0.0,10.46,7.31,0.0
20180116:0710,181.2,0.0,8.98,0.2,2.58,10.49,7.38,0.0
20180116:0810,4513.2,2.88,55.25,1.26,11.1,10.61,7.03,0.0
20180116:0910,3994.8,0.0,52.97,1.2,18.07,10.92,7.17,0.0
20180116:1010,2106.0,0.0,33.22,0.75,22.94,11.47,7.72,0.0
20180116:1110,2428.8,0.0,36.81,0.83,25.21,12.01,8.69,0.0
20180116:1210,2930.4,0.0,42.2,0.96,24.6,12.22,8.48,0.0
20180116:1310,1616.4,0.0,27.83,0.63,21.18,12.55,8.76,0.0
20180116:1410,870.0,0.0,18.85,0.43,15.37,12.67,8.9,0.0
20180116:1510,286.8,0.0,10.77,0.24,7.69,12.76,7.66,0.0
20180116:1610,0.0,0.0,0.0,0.0,0.0,12.82,7.24,0.0
20180116:1710,0.0,0.0,0.0,0.0,0.0,12.74,6.34,0.0
20180116:1810,0.0,0.0,0.0,0.0,0.0,12.72,6.14,0.0
20180116:1910,0.0,0.0,0.0,0.0,0.0,13.04,6.9,0.0
20180116:2010,0.0,0.0,0.0,0.0,0.0,13.12,7.1,0.0
20180116:2110,0.0,0.0,0.0,0.0,0.0,13.19,7.31,0.0
20180116:2210,0.0,0.0,0.0,0.0,0.0,13.26,7.52,0.0
20180116:2310,0.0,0.0,0.0,0.0,0.0,13.33,8.0,0.0
20180117:0010,0.0,0.0,0.0,0.0,0.0,13.33,8.0,0.0
20180117:0110,0.0,0.0,0.0,0.0,0.0,13.35,7.79,0.0
20180117:0210,0.0,0.0,0.0,0.0,0.0,13.34,7.93,0.0
20180117:0310,0.0,0.0,0.0,0.0,0.0,13.49,8.21,0.0
20180117:0410,0.0,0.0,0.0,0.0,0.0,13.45,8.76,0.0
20180117:0510,0.0,0.0,0.0,0.0,0.0,13.42,8.97,0.0
20180117:0610,0.0,0.0,0.0,0.0,0.0,13.54,9.45,0.0
20180117:0710,7928.4,82.49,16.89,0.49,2.68,13.87,10.14,0.0
20180117:0810,12770.4,51.36,87.08,2.07,11.22,13.62,10.62,0.0
20180117:0910,35370.0,177.27,168.6,4.49,18.21,13.5,10.55,0.0
20180117:1010,81978.0,667.77,129.14,7.99,23.1,13.85,8.97,0.0
20180117:1110,88968.0,732.42,133.16,8.86,25.4,13.58,9.31,0.0
20180117:1210,84268.8,669.47,150.8,8.43,24.8,13.27,8.28,0.0
20180117:1310,70863.6,532.36,156.97,6.95,21.39,13.36,7.17,0.0
20180117:1410,55948.8,425.81,119.08,4.9,15.58,13.11,6.55,0.0
20180117:1510,28470.0,215.97,73.0,2.05,7.89,12.49,5.52,0.0
20180117:1610,0.0,0.0,0.0,0.0,0.0,11.57,4.55,0.0
20180117:1710,0.0,0.0,0.0,0.0,0.0,10.82,3.86,0.0
20180117:1810,0.0,0.0,0.0,0.0,0.0,10.12,3.38,0.0
20180117:1910,0.0,0.0,0.0,0.0,0.0,9.87,3.52,0.0
20180117:2010,0.0,0.0,0.0,0.0,0.0,9.11,3.45,0.0
20180117:2110,0.0,0.0,0.0,0.0,0.0,8.65,3.52,0.0
20180117:2210,0.0,0.0,0.0,0.0,0.0,8.35,3.79,0.0
20180117:2310,0.0,0.0,0.0,0.0,0.0,8.03,3.72,0.0
20180118:0010,0.0,0.0,0.0,0.0,0.0,7.49,3.38,0.0
20180118:0110,0.0,0.0,0.0,0.0,0.0,6.62,2.76,0.0
20180118:0210,0.0,0.0,0.0,0.0,0.0,6.14,2.21,0.0
20180118:0310,0.0,0.0,0.0,0.0,0.0,7.45,1.45,0.0
20180118:0410,0.0,0.0,0.0,0.0,0.0,7.26,0.9,0.0
20180118:0510,0.0,0.0,0.0,0.0,0.0,6.56,1.17,0.0
20180118:0610,0.0,0.0,0.0,0.0,0.0,6.52,1.45,0.0
20180118:0710,6459.6,64.96,16.98,0.47,2.78,7.1,1.52,0.0
20180118:0810,42129.6,319.04,92.08,3.37,11.34,6.74,2.21,0.0
20180118:0910,61755.6,466.4,135.52,5.87,18.36,8.57,2.55,0.0
20180118:1010,68134.8,480.56,188.26,7.28,23.28,10.76,3.31,0.0
20180118:1110,6511.2,0.0,78.11,1.77,25.59,11.6,4.97,0.0
20180118:1210,4416.0,0.0,57.46,1.3,25.01,11.91,6.0,0.0
20180118:1310,3798.0,0.0,51.17,1.16,21.61,11.81,5.31,0.0
20180118:1410,6807.6,2.48,78.5,1.79,15.79,11.83,5.86,0.0
20180118:1510,1546.8,0.0,26.93,0.61,8.1,11.4,5.03,0.0
20180118:1610,0.0,0.0,0.0,0.0,0.0,11.21,5.31,0.0
20180118:1710,0.0,0.0,0.0,0.0,0.0,10.96,5.52,0.0
20180118:1810,0.0,0.0,0.0,0.0,0.0,11.06,5.52,0.0
20180118:1910,0.0,0.0,0.0,0.0,0.0,10.62,5.93,0.0
20180118:2010,0.0,0.0,0.0,0.0,0.0,10.79,5.79,0.0
20180118:2110,0.0,0.0,0.0,0.0,0.0,10.98,6.34,0.0
20180118:2210,0.0,0.0,0.0,0.0,0.0,10.84,6.14,0.0
20180118:2310,0.0,0.0,0.0,0.0,0.0,10.96,6.07,0.0
20180119:0010,0.0,0.0,0.0,0.0,0.0,10.99,5.79,0.0
20180119:0110,0.0,0.0,0.0,0.0,0.0,10.97,5.52,0.0
20180119:0210,0.0,0.0,0.0,0.0,0.0,10.93,5.17,0.0
20180119:0310,0.0,0.0,0.0,0.0,0.0,10.99,4.9,0.0
20180119:0410,0.0,0.0,0.0,0.0,0.0,11.05,4.9,0.0
20180119:0510,0.0,0.0,0.0,0.0,0.0,11.24,4.62,0.0
20180119:0610,0.0,0.0,0.0,0.0,0.0,11.33,4.55,0.0
20180119:0710,0.0,0.0,1.8,0.04,2.89,10.1,2.9,0.0
20180119:0810,880.8,0.0,18.85,0.43,11.47,10.34,3.03,0.0
20180119:0910,1471.2,0.0,26.04,0.59,18.51,11.16,3.31,0.0
20180119:1010,2179.2,0.0,34.12,0.77,23.46,12.0,3.72,0.0
20180119:1110,2253.6,0.0,35.01,0.79,25.79,12.63,4.83,0.0
20180119:1210,7020.0,0.0,83.49,1.89,25.23,12.94,4.69,0.0
20180119:1310,5005.2,0.0,63.74,1.44,21.83,13.21,4.07,0.0
20180119:1410,1923.6,0.0,31.42,0.71,16.0,13.18,3.1,0.0
20180119:1510,14878.8,89.71,70.91,1.69,8.31,12.85,1.86,0.0
20180119:1610,0.0,0.0,0.0,0.0,0.0,12.13,1.03,0.0
20180119:1710,0.0,0.0,0.0,0.0,0.0,11.42,0.48,0.0
20180119:1810,0.0,0.0,0.0,0.0,0.0,10.42,0.83,0.0
20180119:1910,0.0,0.0,0.0,0.0,0.0,10.05,0.97,0.0
20180119:2010,0.0,0.0,0.0,0.0,0.0,9.28,1.17,0.0
20180119:2110,0.0,0.0,0.0,0.0,0.0,7.95,1.31,0.0
20180119:2210,0.0,0.0,0.0,0.0,0.0,7.47,1.17,0.0
20180119:2310,0.0,0.0,0.0,0.0,0.0,6.49,1.31,0.0
20180120:0010,0.0,0.0,0.0,0.0,0.0,6.05,1.31,0.0
20180120:0110,0.0,0.0,0.0,0.0,0.0,6.44,1.1,0.0
20180120:0210,0.0,0.0,0.0,0.0,0.0,4.82,1.1,0.0
20180120:0310,0.0,0.0,0.0,0.0,0.0,5.02,1.1,0.0
20180120:0410,0.0,0.0,0.0,0.0,0.0,4.91,0.97,0.0
20180120:0510,0.0,0.0,0.0,0.0,0.0,4.38,1.03,0.0
20180120:0610,0.0,0.0,0.0,0.0,0.0,4.31,1.45,0.0
20180120:0710,6994.8,66.74,19.47,0.53,3.0,3.96,1.52,0.0
20180120:0810,32636.4,212.66,106.9,3.07,11.61,5.2,1.31,0.0
20180120:0910,64423.2,500.23,126.74,6.1,18.67,6.83,2.0,0.0
20180120:1010,62104.8,399.85,206.4,7.01,23.64,8.3,2.14,0.0
20180120:1110,70928.4,488.93,214.45,8.03,26.0,9.6,2.0,0.0
20180120:1210,72656.4,534.75,197.3,8.07,25.45,10.85,1.45,0.0
20180120:1310,54327.6,344.59,198.32,6.3,22.05,11.68,1.03,0.0
20180120:1410,27596.4,133.66,144.03,3.7,16.23,12.09,1.79,0.0
20180120:1510,6634.8,23.65,56.22,1.3,8.52,11.8,3.52,0.0
20180120:1610,0.0,0.0,0.0,0.0,0.0,10.92,4.14,0.0
20180120:1710,0.0,0.0,0.0,0.0,0.0,10.39,4.62,0.0
20180120:1810,0.0,0.0,0.0,0.0,0.0,10.34,5.31,0.0
20180120:1910,0.0,0.0,0.0,0.0,0.0,10.43,5.59,0.0
20180120:2010,0.0,0.0,0.0,0.0,0.0,10.04,6.21,0.0
20180120:2110,0.0,0.0,0.0,0.0,0.0,10.18,6.07,0.0
20180120:2210,0.0,0.0,0.0,0.0,0.0,10.8,6.07,0.0
20180120:2310,0.0,0.0,0.0,0.0,0.0,10.96,5.93,0.0
20180121:0010,0.0,0.0,0.0,0.0,0.0,10.98,5.31,0.0
20180121:0110,0.0,0.0,0.0,0.0,0.0,11.14,4.48,0.0
20180121:0210,0.0,0.0,0.0,0.0,0.0,11.23,2.48,0.0
20180121:0310,0.0,0.0,0.0,0.0,0.0,10.55,0.97,0.0
20180121:0410,0.0,0.0,0.0,0.0,0.0,9.68,1.03,0.0
20180121:0510,0.0,0.0,0.0,0.0,0.0,8.83,2.14,0.0
20180121:0610,0.0,0.0,0.0,0.0,0.0,8.85,2.48,0.0
20180121:0710,10263.6,102.63,19.38,0.61,3.12,9.11,1.45,0.0
20180121:0810,43431.6,346.76,88.31,3.6,11.75,9.77,0.69,0.0
20180121:0910,64626.0,538.97,113.44,6.28,18.84,11.43,0.97,0.0
20180121:1010,68653.2,513.27,181.69,7.56,23.84,12.87,1.52,0.0
20180121:1110,77983.2,621.21,176.9,8.64,26.22,13.59,1.79,0.0
20180121:1210,82516.8,708.63,136.76,8.8,25.67,14.17,2.28,0.0
20180121:1310,71764.8,577.28,144.27,7.34,22.28,14.39,2.97,0.0
20180121:1410,56818.8,449.83,114.77,5.2,16.45,14.21,3.45,0.0
20180121:1510,32330.4,254.85,74.45,2.4,8.74,13.72,3.31,0.0
20180121:1610,0.0,0.0,0.0,0.0,0.0,12.82,2.62,0.0
20180121:1710,0.0,0.0,0.0,0.0,0.0,11.9,2.28,0.0
20180121:1810,0.0,0.0,0.0,0.0,0.0,10.68,2.0,0.0
20180121:1910,0.0,0.0,0.0,0.0,0.0,10.93,0.97,0.0
20180121:2010,0.0,0.0,0.0,0.0,0.0,8.38,1.45,0.0
20180121:2110,0.0,0.0,0.0,0.0,0.0,6.74,2.41,0.0
20180121:2210,0.0,0.0,0.0,0.0,0.0,7.12,3.1,0.0
20180121:2310,0.0,0.0,0.0,0.0,0.0,7.28,3.24,0.0
20180122:0010,0.0,0.0,0.0,0.0,0.0,7.29,3.03,0.0
20180122:0110,0.0,0.0,0.0,0.0,0.0,6.97,2.76,0.0
20180122:0210,0.0,0.0,0.0,0.0,0.0,6.73,2.62,0.0
20180122:0310,0.0,0.0,0.0,0.0,0.0,6.4,2.48,0.0
20180122:0410,0.0,0.0,0.0,0.0,0.0,5.86,2.34,0.0
20180122:0510,0.0,0.0,0.0,0.0,0.0,5.21,2.21,0.0
20180122:0610,0.0,0.0,0.0,0.0,0.0,4.77,2.41,0.0
20180122:0710,303.6,0.0,10.77,0.24,3.25,5.14,2.34,0.0
20180122:0810,7533.6,13.49,72.66,1.69,11.9,5.58,2.07,0.0
20180122:0910,9416.4,4.44,100.37,2.3,19.01,8.26,1.79,0.0
20180122:1010,11329.2,2.06,121.51,2.76,24.04,9.74,1.59,0.0
20180122:1110,8187.6,0.0,94.27,2.13,26.44,10.78,1.52,0.0
20180122:1210,12453.6,2.02,133.18,3.03,25.91,11.53,1.38,0.0
20180122:1310,10824.0,2.12,117.95,2.68,22.52,11.99,1.03,0.0
20180122:1410,9579.6,9.52,98.72,2.28,16.68,12.16,0.69,0.0
20180122:1510,2504.4,0.0,37.71,0.85,8.96,11.97,0.76,0.0
20180122:1610,0.0,0.0,0.0,0.0,0.0,11.39,0.83,0.0
20180122:1710,0.0,0.0,0.0,0.0,0.0,10.37,1.03,0.0
20180122:1810,0.0,0.0,0.0,0.0,0.0,10.15,0.83,0.0
20180122:1910,0.0,0.0,0.0,0.0,0.0,10.14,0.41,0.0
20180122:2010,0.0,0.0,0.0,0.0,0.0,8.82,1.1,0.0
20180122:2110,0.0,0.0,0.0,0.0,0.0,6.33,1.72,0.0
20180122:2210,0.0,0.0,0.0,0.0,0.0,6.29,1.93,0.0
20180122:2310,0.0,0.0,0.0,0.0,0.0,5.98,1.66,0.0
20180123:0010,0.0,0.0,0.0,0.0,0.0,5.81,1.52,0.0
20180123:0110,0.0,0.0,0.0,0.0,0.0,5.6,1.52,0.0
20180123:0210,0.0,0.0,0.0,0.0,0.0,5.42,1.45,0.0
20180123:0310,0.0,0.0,0.0,0.0,0.0,5.1,1.45,0.0
20180123:0410,0.0,0.0,0.0,0.0,0.0,4.58,1.52,0.0
20180123:0510,0.0,0.0,0.0,0.0,0.0,4.13,1.45,0.0
20180123:0610,0.0,0.0,0.0,0.0,0.0,3.72,1.38,0.0
20180123:0710,9472.8,88.81,22.32,0.65,3.38,3.71,1.17,0.0
20180123:0810,36253.2,245.31,107.75,3.33,12.05,4.5,1.17,0.0
20180123:0910,53455.2,358.89,164.59,5.69,19.19,8.37,1.45,0.0
20180123:1010,79514.4,668.15,133.42,8.33,24.24,10.48,1.79,0.0
20180123:1110,86679.6,755.28,129.3,9.33,26.66,12.23,2.21,0.0
20180123:1210,69694.8,486.63,213.35,8.05,26.15,13.29,2.41,0.0
20180123:1310,55294.8,349.7,203.2,6.52,22.76,13.89,2.07,0.0
20180123:1410,49053.6,351.1,143.48,5.0,16.92,14.09,1.24,0.0
20180123:1510,32851.2,260.54,78.33,2.56,9.18,13.65,0.62,0.0
20180123:1610,0.0,0.0,0.0,0.0,0.0,13.41,0.21,0.0
20180123:1710,0.0,0.0,0.0,0.0,0.0,12.71,0.76,0.0
20180123:1810,0.0,0.0,0.0,0.0,0.0,9.85,1.38,0.0
20180123:1910,0.0,0.0,0.0,0.0,0.0,7.55,1.79,0.0
20180123:2010,0.0,0.0,0.0,0.0,0.0,6.19,2.0,0.0
20180123:2110,0.0,0.0,0.0,0.0,0.0,5.43,2.07,0.0
20180123:2210,0.0,0.0,0.0,0.0,0.0,4.97,2.14,0.0
20180123:2310,0.0,0.0,0.0,0.0,0.0,4.54,2.14,0.0
20180124:0010,0.0,0.0,0.0,0.0,0.0,4.15,2.07,0.0
20180124:0110,0.0,0.0,0.0,0.0,0.0,3.81,1.93,0.0
20180124:0210,0.0,0.0,0.0,0.0,0.0,3.46,2.0,0.0
20180124:0310,0.0,0.0,0.0,0.0,0.0,3.21,2.07,0.0
20180124:0410,0.0,0.0,0.0,0.0,0.0,3.12,2.21,0.0
20180124:0510,0.0,0.0,0.0,0.0,0.0,3.1,2.28,0.0
20180124:0610,0.0,0.0,0.0,0.0,0.0,3.15,2.34,0.0
20180124:0710,12086.4,113.75,22.8,0.73,3.52,2.84,2.14,0.0
20180124:0810,44271.6,334.52,93.17,3.7,12.22,4.48,2.0,0.0
20180124:0910,60487.2,441.21,148.05,6.1,19.38,7.75,2.07,0.0
20180124:1010,17565.6,20.3,161.0,3.76,24.46,9.75,2.21,0.0
20180124:1110,54452.4,293.13,244.13,7.19,26.9,11.48,2.21,0.0
20180124:1210,38754.0,153.85,230.58,6.02,26.39,12.44,2.07,0.0
20180124:1310,15031.2,14.64,145.49,3.37,23.0,12.96,1.79,0.0
20180124:1410,26962.8,123.6,149.77,3.84,17.15,13.24,1.52,0.0
20180124:1510,13537.2,71.62,76.06,1.83,9.41,13.05,1.17,0.0
20180124:1610,0.0,0.0,0.0,0.0,0.0,12.02,1.03,0.0
20180124:1710,0.0,0.0,0.0,0.0,0.0,10.68,0.97,0.0
20180124:1810,0.0,0.0,0.0,0.0,0.0,10.03,0.97,0.0
20180124:1910,0.0,0.0,0.0,0.0,0.0,8.84,1.38,0.0
20180124:2010,0.0,0.0,0.0,0.0,0.0,8.16,1.52,0.0
20180124:2110,0.0,0.0,0.0,0.0,0.0,8.01,1.66,0.0
20180124:2210,0.0,0.0,0.0,0.0,0.0,7.66,1.79,0.0
20180124:2310,0.0,0.0,0.0,0.0,0.0,7.43,1.86,0.0
20180125:0010,0.0,0.0,0.0,0.0,0.0,7.35,1.79,0.0
20180125:0110,0.0,0.0,0.0,0.0,0.0,7.72,1.79,0.0
20180125:0210,0.0,0.0,0.0,0.0,0.0,7.83,1.93,0.0
20180125:0310,0.0,0.0,0.0,0.0,0.0,7.88,2.07,0.0
20180125:0410,0.0,0.0,0.0,0.0,0.0,7.94,2.07,0.0
20180125:0510,0.0,0.0,0.0,0.0,0.0,7.93,2.14,0.0
20180125:0610,0.0,0.0,0.0,0.0,0.0,7.99,2.21,0.0
20180125:0710,2256.0,16.39,19.47,0.47,3.67,8.11,2.28,0.0
20180125:0810,9451.2,23.41,81.99,1.93,12.38,8.61,2.14,0.0
20180125:0910,13516.8,17.33,126.32,2.95,19.57,9.73,2.28,0.0
20180125:1010,30660.0,100.82,203.36,5.12,24.67,11.02,2.41,0.0
20180125:1110,43444.8,188.95,239.04,6.44,27.14,11.99,2.55,0.0
20180125:1210,25939.2,59.55,201.97,4.9,26.64,12.44,2.62,0.0
20180125:1310,11726.4,4.15,124.56,2.85,23.25,12.96,2.83,0.0
20180125:1410,14001.6,30.0,120.19,2.85,17.4,13.0,2.14,0.0
20180125:1510,36752.4,299.18,73.95,2.8,9.64,12.75,1.86,0.0
20180125:1610,0.0,0.0,0.0,0.0,0.0,12.28,2.0,0.0
20180125:1710,0.0,0.0,0.0,0.0,0.0,11.68,2.41,0.0
20180125:1810,0.0,0.0,0.0,0.0,0.0,11.27,2.9,0.0
20180125:1910,0.0,0.0,0.0,0.0,0.0,11.05,2.69,0.0
20180125:2010,0.0,0.0,0.0,0.0,0.0,10.66,2.69,0.0
20180125:2110,0.0,0.0,0.0,0.0,0.0,10.19,2.69,0.0
20180125:2210,0.0,0.0,0.0,0.0,0.0,9.68,2.69,0.0
20180125:2310,0.0,0.0,0.0,0.0,0.0,9.26,2.69,0.0
20180126:0010,0.0,0.0,0.0,0.0,0.0,8.8,2.76,0.0
20180126:0110,0.0,0.0,0.0,0.0,0.0,8.25,2.76,0.0
20180126:0210,0.0,0.0,0.0,0.0,0.0,8.28,2.69,0.0
20180126:0310,0.0,0.0,0.0,0.0,0.0,8.18,2.83,0.0
20180126:0410,0.0,0.0,0.0,0.0,0.0,8.21,3.1,0.0
20180126:0510,0.0,0.0,0.0,0.0,0.0,8.19,3.31,0.0
20180126:0610,0.0,0.0,0.0,0.0,0.0,8.12,3.45,0.0
20180126:0710,1026.0,5.25,15.67,0.37,3.82,7.84,3.45,0.0
20180126:0810,1732.8,0.0,28.73,0.65,12.56,8.24,3.52,0.0
20180126:0910,10726.8,6.45,110.62,2.54,19.77,8.83,3.52,0.0
20180126:1010,36362.4,140.19,213.65,5.57,24.9,9.66,3.79,0.0
20180126:1110,10700.4,0.0,117.61,2.66,27.38,10.5,4.41,0.0
20180126:1210,20374.8,25.64,181.84,4.27,26.9,11.09,4.48,0.0
20180126:1310,4684.8,0.0,60.15,1.36,23.51,11.71,4.48,0.0
20180126:1410,5132.4,0.0,64.64,1.46,17.64,11.8,4.34,0.0
20180126:1510,6664.8,17.96,62.0,1.44,9.87,11.8,4.07,0.0
20180126:1610,0.0,0.0,0.0,0.0,0.0,11.64,3.86,0.0
20180126:1710,0.0,0.0,0.0,0.0,0.0,11.46,3.72,0.0
20180126:1810,0.0,0.0,0.0,0.0,0.0,11.24,3.66,0.0
20180126:1910,0.0,0.0,0.0,0.0,0.0,11.42,3.66,0.0
20180126:2010,0.0,0.0,0.0,0.0,0.0,11.02,3.52,0.0
20180126:2110,0.0,0.0,0.0,0.0,0.0,10.72,3.45,0.0
20180126:2210,0.0,0.0,0.0,0.0,0.0,10.63,3.31,0.0
20180126:2310,0.0,0.0,0.0,0.0,0.0,10.5,3.31,0.0
20180127:0010,0.0,0.0,0.0,0.0,0.0,10.39,3.24,0.0
20180127:0110,0.0,0.0,0.0,0.0,0.0,10.03,3.24,0.0
20180127:0210,0.0,0.0,0.0,0.0,0.0,10.1,3.1,0.0
20180127:0310,0.0,0.0,0.0,0.0,0.0,9.98,2.97,0.0
20180127:0410,0.0,0.0,0.0,0.0,0.0,9.8,2.97,0.0
20180127:0510,0.0,0.0,0.0,0.0,0.0,9.83,2.9,0.0
20180127:0610,0.0,0.0,0.0,0.0,0.0,9.78,2.76,0.0
20180127:0710,475.2,0.0,13.47,0.3,3.98,10.4,2.48,0.0
20180127:0810,13323.6,48.19,94.76,2.3,12.74,10.74,2.21,0.0
20180127:0910,30020.4,127.83,171.46,4.47,19.98,11.57,2.14,0.0
20180127:1010,38673.6,165.08,218.59,5.83,25.13,12.69,2.21,0.0
20180127:1110,49622.4,246.8,245.58,6.99,27.63,13.33,2.41,0.0
20180127:1210,53613.6,293.85,241.03,7.19,27.16,13.99,2.28,0.0
20180127:1310,23959.2,63.35,182.23,4.45,23.77,14.47,1.93,0.0
20180127:1410,21145.2,76.85,142.48,3.54,17.89,14.56,1.45,0.0
20180127:1510,34837.2,278.91,79.78,2.87,10.11,14.37,0.9,0.0
20180127:1610,0.0,0.0,0.0,0.0,0.0,13.55,0.62,0.0
20180127:1710,0.0,0.0,0.0,0.0,0.0,11.62,1.24,0.0
20180127:1810,0.0,0.0,0.0,0.0,0.0,9.74,1.72,0.0
20180127:1910,0.0,0.0,0.0,0.0,0.0,9.5,1.59,0.0
20180127:2010,0.0,0.0,0.0,0.0,0.0,8.78,1.59,0.0
20180127:2110,0.0,0.0,0.0,0.0,0.0,8.04,1.52,0.0
20180127:2210,0.0,0.0,0.0,0.0,0.0,7.03,1.59,0.0
20180127:2310,0.0,0.0,0.0,0.0,0.0,6.12,1.79,0.0
20180128:0010,0.0,0.0,0.0,0.0,0.0,5.75,1.72,0.0
20180128:0110,0.0,0.0,0.0,0.0,0.0,5.16,1.52,0.0
20180128:0210,0.0,0.0,0.0,0.0,0.0,4.78,1.52,0.0
20180128:0310,0.0,0.0,0.0,0.0,0.0,4.85,1.59,0.0
20180128:0410,0.0,0.0,0.0,0.0,0.0,4.98,1.66,0.0
20180128:0510,0.0,0.0,0.0,0.0,0.0,5.06,1.66,0.0
20180128:0610,0.0,0.0,0.0,0.0,0.0,5.08,1.66,0.0
20180128:0710,14236.8,130.99,28.19,0.93,4.14,5.49,1.66,0.0
20180128:0810,45228.0,350.5,91.84,3.96,12.92,6.58,1.59,0.0
20180128:0910,67474.8,553.44,114.65,6.77,20.19,8.52,1.45,0.0
20180128:1010,78892.8,663.63,137.31,8.62,25.37,10.5,1.31,0.0
20180128:1110,84590.4,741.4,139.07,9.61,27.89,12.13,0.97,0.0
20180128:1210,80122.8,679.12,158.51,9.21,27.42,13.11,0.69,0.0
20180128:1310,72031.2,588.03,151.53,7.91,24.03,13.63,1.1,0.0
20180128:1410,58688.4,474.18,118.81,5.81,18.14,13.72,1.38,0.0
20180128:1510,32955.6,250.57,86.34,2.85,10.35,13.35,1.31,0.0
20180128:1610,0.0,0.0,0.0,0.0,0.0,12.54,1.1,0.0
20180128:1710,0.0,0.0,0.0,0.0,0.0,11.19,0.9,0.0
20180128:1810,0.0,0.0,0.0,0.0,0.0,11.31,0.76,0.0
20180128:1910,0.0,0.0,0.0,0.0,0.0,9.17,1.17,0.0
20180128:2010,0.0,0.0,0.0,0.0,0.0,9.49,1.03,0.0
20180128:2110,0.0,0.0,0.0,0.0,0.0,9.67,0.83,0.0
20180128:2210,0.0,0.0,0.0,0.0,0.0,9.4,0.69,0.0
20180128:2310,0.0,0.0,0.0,0.0,0.0,9.17,0.55,0.0
20180129:0010,0.0,0.0,0.0,0.0,0.0,8.97,0.48,0.0
20180129:0110,0.0,0.0,0.0,0.0,0.0,8.72,0.34,0.0
20180129:0210,0.0,0.0,0.0,0.0,0.0,8.35,0.21,0.0
20180129:0310,0.0,0.0,0.0,0.0,0.0,7.76,0.41,0.0
20180129:0410,0.0,0.0,0.0,0.0,0.0,6.87,0.48,0.0
20180129:0510,0.0,0.0,0.0,0.0,0.0,6.02,0.48,0.0
20180129:0610,0.0,0.0,0.0,0.0,0.0,5.66,0.34,0.0
20180129:0710,2832.0,18.66,23.54,0.57,4.31,8.11,0.48,0.0
20180129:0810,14382.0,51.89,100.19,2.44,13.11,8.37,0.41,0.0
20180129:0910,14864.4,20.94,136.05,3.19,20.41,9.99,0.69,0.0
20180129:1010,51078.0,278.49,228.14,6.81,25.61,11.34,1.38,0.0
20180129:1110,79497.6,617.64,187.42,9.17,28.15,11.86,2.0,0.0
20180129:1210,13777.2,1.93,145.74,3.31,27.69,12.03,2.55,0.0
20180129:1310,56271.6,342.03,211.86,6.85,24.3,12.05,2.9,0.0
20180129:1410,36716.4,196.99,165.8,4.63,18.4,11.95,2.83,0.0
20180129:1510,30704.4,217.61,92.47,2.8,10.59,11.75,2.62,0.0
20180129:1610,0.0,0.0,0.0,0.0,0.0,11.22,2.14,0.0
20180129:1710,0.0,0.0,0.0,0.0,0.0,10.6,2.07,0.0
20180129:1810,0.0,0.0,0.0,0.0,0.0,9.97,2.0,0.0
20180129:1910,0.0,0.0,0.0,0.0,0.0,9.28,1.79,0.0
20180129:2010,0.0,0.0,0.0,0.0,0.0,8.96,1.93,0.0
20180129:2110,0.0,0.0,0.0,0.0,0.0,8.79,1.86,0.0
20180129:2210,0.0,0.0,0.0,0.0,0.0,9.02,1.79,0.0
20180129:2310,0.0,0.0,0.0,0.0,0.0,9.0,1.59,0.0
20180130:0010,0.0,0.0,0.0,0.0,0.0,8.92,1.45,0.0
20180130:0110,0.0,0.0,0.0,0.0,0.0,8.7,1.59,0.0
20180130:0210,0.0,0.0,0.0,0.0,0.0,8.54,1.66,0.0
20180130:0310,0.0,0.0,0.0,0.0,0.0,8.34,1.66,0.0
20180130:0410,0.0,0.0,0.0,0.0,0.0,8.13,1.79,0.0
20180130:0510,0.0,0.0,0.0,0.0,0.0,8.07,1.86,0.0
20180130:0610,0.0,0.0,0.0,0.0,0.0,8.01,1.93,0.0
20180130:0710,1422.0,4.49,21.1,0.49,4.48,8.22,1.45,0.0
20180130:0810,5488.8,2.44,65.02,1.48,13.31,8.62,1.59,0.0
20180130:0910,11902.8,8.3,120.85,2.78,20.63,10.36,1.79,0.0
20180130:1010,6888.0,0.0,81.7,1.85,25.86,10.91,2.41,0.0
20180130:1110,10042.8,0.0,112.22,2.54,28.42,11.76,2.76,0.0
